name,facebook_uri,hours,images
"AF1 Caribbean Canteen",af1caribcanteen,"{'mon_1_open': '12:00', 'mon_1_close': '23:00', 'tue_1_open': '12:00', 'tue_1_close': '23:00', 'wed_1_open': '12:00', 'wed_1_close': '23:00', 'thu_1_open': '12:00', 'thu_1_close': '23:00', 'fri_1_open': '12:00', 'fri_1_close': '02:00', 'sat_1_open': '12:00', 'sat_1_close': '02:00', 'sun_1_open': '12:00', 'sun_1_close': '23:00'}",
"AGO Bistro",AGOBistro,"{'tue_1_open': '12:00', 'tue_1_close': '14:30', 'tue_2_open': '17:30', 'tue_2_close': '22:00', 'wed_1_open': '12:00', 'wed_1_close': '14:30', 'wed_2_open': '17:30', 'wed_2_close': '22:00', 'thu_1_open': '12:00', 'thu_1_close': '14:30', 'thu_2_open': '17:30', 'thu_2_close': '22:00', 'fri_1_open': '12:00', 'fri_1_close': '14:30', 'fri_2_open': '17:30', 'fri_2_close': '22:00', 'sat_1_open': '11:00', 'sat_1_close': '14:30', 'sat_2_open': '17:30', 'sat_2_close': '22:00', 'sun_1_open': '11:00', 'sun_1_close': '15:00'}",
"AISH Tanoor Restaurant",aishtandoorrestaurant,"{'mon_1_open': '11:00', 'mon_1_close': '22:00', 'tue_1_open': '11:00', 'tue_1_close': '22:00', 'wed_1_open': '11:00', 'wed_1_close': '22:00', 'thu_1_open': '11:00', 'thu_1_close': '22:00', 'fri_1_open': '11:00', 'fri_1_close': '14:00', 'sun_1_open': '11:00', 'sun_1_close': '22:00'}",
"AL Tanoor",altanoorbbq,"{'mon_1_open': '11:00', 'mon_1_close': '23:00', 'tue_1_open': '11:00', 'tue_1_close': '23:00', 'wed_1_open': '11:00', 'wed_1_close': '23:00', 'thu_1_open': '11:00', 'thu_1_close': '23:00', 'fri_1_open': '11:00', 'fri_1_close': '23:00', 'sat_1_open': '11:00', 'sat_1_close': '23:00', 'sun_1_open': '11:00', 'sun_1_close': '23:00'}",
"APieCalypse Now Vegan Bakery",ApiecalypseNow,"{'tue_1_open': '12:00', 'tue_1_close': '23:30', 'wed_1_open': '12:00', 'wed_1_close': '23:30', 'thu_1_open': '12:00', 'thu_1_close': '23:30', 'fri_1_open': '12:00', 'fri_1_close': '23:30', 'sat_1_open': '12:00', 'sat_1_close': '23:30', 'sun_1_open': '12:00', 'sun_1_close': '20:00'}",
"ARDO Restaurant",ardorestaurant,"{'mon_1_open': '11:30', 'mon_1_close': '15:00', 'mon_2_open': '17:00', 'mon_2_close': '23:00', 'tue_1_open': '11:30', 'tue_1_close': '15:00', 'tue_2_open': '17:00', 'tue_2_close': '23:00', 'wed_1_open': '11:30', 'wed_1_close': '15:00', 'wed_2_open': '17:00', 'wed_2_close': '23:00', 'thu_1_open': '11:30', 'thu_1_close': '15:00', 'thu_2_open': '17:00', 'thu_2_close': '23:00', 'fri_1_open': '11:30', 'fri_1_close': '15:00', 'fri_2_open': '17:00', 'fri_2_close': '00:00', 'sat_1_open': '17:00', 'sat_1_close': '00:00'}",
"ASAP City",asapcity,,
"ASIAN Sliders",ASIANSLIDERS,,
"AZUCAR Cuban Restaurant Lounge",AZUCAR-Cuban-Restaurant-Lounge-500721746801338,,
"Abbey Arms Pub & Restaurant",Abbey-Arms-Pub-Restaurant-171019049647947,"{'mon_1_open': '11:00', 'mon_1_close': '01:00', 'tue_1_open': '11:00', 'tue_1_close': '01:00', 'wed_1_open': '11:00', 'wed_1_close': '01:00', 'thu_1_open': '11:00', 'thu_1_close': '01:00', 'fri_1_open': '11:00', 'fri_1_close': '01:00', 'sat_1_open': '11:00', 'sat_1_close': '01:00', 'sun_1_open': '11:00', 'sun_1_close': '00:00'}",
"Abby's Love Kitchen",abbyslovekitchen,,
Abokichi,abokichilife,"{'mon_1_open': '09:00', 'mon_1_close': '18:00', 'tue_1_open': '09:00', 'tue_1_close': '18:00', 'wed_1_open': '09:00', 'wed_1_close': '18:00', 'thu_1_open': '09:00', 'thu_1_close': '18:00', 'fri_1_open': '09:00', 'fri_1_close': '18:00', 'sat_1_open': '12:00', 'sat_1_close': '17:00'}",
"Abruzzo Pizza",AbruzzoPizza,"{'tue_1_open': '15:00', 'tue_1_close': '23:00', 'wed_1_open': '15:00', 'wed_1_close': '23:00', 'thu_1_open': '15:00', 'thu_1_close': '23:00', 'fri_1_open': '15:00', 'fri_1_close': '00:00', 'sat_1_open': '15:00', 'sat_1_close': '00:00', 'sun_1_open': '15:00', 'sun_1_close': '23:00'}",
"Absinthe Pub & Coffee Shop",Absinthe013,"{'mon_1_open': '12:00', 'mon_1_close': '02:00', 'tue_1_open': '12:00', 'tue_1_close': '02:00', 'wed_1_open': '12:00', 'wed_1_close': '02:00', 'thu_1_open': '12:00', 'thu_1_close': '02:00', 'fri_1_open': '12:00', 'fri_1_close': '02:00', 'sat_1_open': '20:00', 'sat_1_close': '02:00'}",
"Abubakr Halal Pizza & Wings",Abubakr-Halal-Pizza-Wings-512004168870313,,
"Abyssinia Restaurant",pages/Abyssinia-Restaurant/211256115914978,,
"Ackroyd's Fish n' Chips",ChefJennyGs,"{'tue_1_open': '11:30', 'tue_1_close': '20:00', 'wed_1_open': '11:30', 'wed_1_close': '20:00', 'thu_1_open': '11:30', 'thu_1_close': '20:00', 'fri_1_open': '11:30', 'fri_1_close': '20:00', 'sat_1_open': '11:30', 'sat_1_close': '20:00', 'sun_1_open': '11:30', 'sun_1_close': '20:00'}",
"Acores Rotisserie Chicken",acoresrotisseriechicken,,
"Actinolite Restaurant",ActinoliteRestaurant,"{'tue_1_open': '18:00', 'tue_1_close': '22:00', 'wed_1_open': '18:00', 'wed_1_close': '22:00', 'thu_1_open': '18:00', 'thu_1_close': '22:00', 'fri_1_open': '18:00', 'fri_1_close': '23:00', 'sat_1_open': '18:00', 'sat_1_close': '23:00'}",
ActinoliteRestaurant/,ActinoliteRestaurant/,"{'tue_1_open': '18:00', 'tue_1_close': '22:00', 'wed_1_open': '18:00', 'wed_1_close': '22:00', 'thu_1_open': '18:00', 'thu_1_close': '22:00', 'fri_1_open': '18:00', 'fri_1_close': '23:00', 'sat_1_open': '18:00', 'sat_1_close': '23:00'}",
"Adaab Restaurant Inc",pages/Adaab-Restaurant-Inc/534754950235456,,
"Adamson Barbecue",adamsonbarbecue,"{'tue_1_open': '11:00', 'tue_1_close': '14:00', 'wed_1_open': '11:00', 'wed_1_close': '14:00', 'thu_1_open': '11:00', 'thu_1_close': '14:00', 'fri_1_open': '11:00', 'fri_1_close': '14:00', 'sat_1_open': '11:00', 'sat_1_close': '14:00'}",
"Adega Restaurant",Adega-Restaurant-255346367897618,,
"Adi Biryani and Kabab House",AdiRestaurant,"{'mon_1_open': '11:00', 'mon_1_close': '22:00', 'tue_1_open': '11:00', 'tue_1_close': '22:00', 'wed_1_open': '11:00', 'wed_1_close': '22:00', 'thu_1_open': '11:00', 'thu_1_close': '22:00', 'fri_1_open': '11:00', 'fri_1_close': '22:00', 'sat_1_open': '11:00', 'sat_1_close': '22:00', 'sun_1_open': '11:00', 'sun_1_close': '22:00'}",
Adrak,adrakrestaurant,"{'tue_1_open': '11:00', 'tue_1_close': '22:00', 'wed_1_open': '11:00', 'wed_1_close': '22:00', 'thu_1_open': '11:00', 'thu_1_close': '22:00', 'fri_1_open': '11:00', 'fri_1_close': '23:00', 'sat_1_open': '13:00', 'sat_1_close': '23:00', 'sun_1_open': '13:00', 'sun_1_close': '22:00'}",
"Affy's Premium Grill",pages/Affys-Premium-Grill/472558716148825,"{'mon_1_open': '11:30', 'mon_1_close': '22:00', 'tue_1_open': '11:30', 'tue_1_close': '22:00', 'wed_1_open': '11:30', 'wed_1_close': '22:00', 'thu_1_open': '11:30', 'thu_1_close': '22:00', 'fri_1_open': '11:30', 'fri_1_close': '23:00', 'sat_1_open': '11:30', 'sat_1_close': '23:00', 'sun_1_open': '16:00', 'sun_1_close': '22:00'}",
"Affys Premium Grill",pages/Affys-Premium-Grill/133584859993996,,
"Afghan Cuisine Richmond Hill",pages/Afghan-Cuisine-Richmond-Hill/586522268151305,,
"Afghan Kebab & Shawarma",AfghanKebabandshawarma,"{'mon_1_open': '11:00', 'mon_1_close': '22:00', 'tue_1_open': '11:00', 'tue_1_close': '22:00', 'wed_1_open': '11:00', 'wed_1_close': '22:00', 'thu_1_open': '11:00', 'thu_1_close': '23:00', 'fri_1_open': '11:00', 'fri_1_close': '23:00', 'sat_1_open': '11:00', 'sat_1_close': '23:00', 'sun_1_open': '11:00', 'sun_1_close': '20:00'}",
"Afghan Kebob Cuisine",pages/Afghan-Kebob-Cuisine/187425074653619,,
"Afghan Village Restaurant",Afghan-Village-Restaurant-132583813436596,,
"African Palace",pages/African-Palace/154227627976755,,
"African Village",africanvillageTO,,
Afrospice,afrocuizeen,"{'mon_1_open': '11:00', 'mon_1_close': '21:00', 'tue_1_open': '11:00', 'tue_1_close': '21:00', 'wed_1_open': '11:00', 'wed_1_close': '21:00', 'thu_1_open': '11:00', 'thu_1_close': '21:00', 'fri_1_open': '11:00', 'fri_1_close': '21:00', 'sat_1_open': '11:00', 'sat_1_close': '21:00'}",
"Aft Kitchen & Bar",aftkitchenbar,"{'mon_1_open': '11:00', 'mon_1_close': '02:00', 'tue_1_open': '11:00', 'tue_1_close': '02:00', 'wed_1_open': '11:00', 'wed_1_close': '02:00', 'thu_1_open': '11:00', 'thu_1_close': '02:00', 'fri_1_open': '11:00', 'fri_1_close': '02:00', 'sat_1_open': '11:00', 'sat_1_close': '02:00', 'sun_1_open': '11:00', 'sun_1_close': '02:00'}",
"After Queen Tea Shop",After-Queen-Tea-Shop-721264624657985,"{'mon_1_open': '11:00', 'mon_1_close': '18:00', 'wed_1_open': '11:00', 'wed_1_close': '18:00', 'thu_1_open': '11:00', 'thu_1_close': '18:00', 'fri_1_open': '11:00', 'fri_1_close': '18:00', 'sat_1_open': '11:00', 'sat_1_close': '18:00', 'sun_1_open': '11:00', 'sun_1_close': '18:00'}",
"Agincourt Bakery Ltd. & Italian Kitchen",agincourtbakery,"{'mon_1_open': '08:00', 'mon_1_close': '19:00', 'tue_1_open': '08:00', 'tue_1_close': '19:00', 'wed_1_open': '08:00', 'wed_1_close': '19:00', 'thu_1_open': '08:00', 'thu_1_close': '19:00', 'fri_1_open': '08:00', 'fri_1_close': '19:00', 'sat_1_open': '08:00', 'sat_1_close': '18:00', 'sun_1_open': '08:00', 'sun_1_close': '17:00'}",
"Agio Italian Ristorante",AgioItalianRistorante,"{'mon_1_open': '00:00', 'mon_1_close': '23:30', 'tue_1_open': '00:00', 'tue_1_close': '23:30', 'wed_1_open': '00:00', 'wed_1_close': '23:30', 'thu_1_open': '00:00', 'thu_1_close': '23:30', 'fri_1_open': '00:00', 'fri_1_close': '23:30', 'sat_1_open': '00:00', 'sat_1_close': '23:30', 'sun_1_open': '00:00', 'sun_1_close': '23:30'}",
AgioItalianRistorante/,AgioItalianRistorante/,"{'mon_1_open': '00:00', 'mon_1_close': '23:30', 'tue_1_open': '00:00', 'tue_1_close': '23:30', 'wed_1_open': '00:00', 'wed_1_close': '23:30', 'thu_1_open': '00:00', 'thu_1_close': '23:30', 'fri_1_open': '00:00', 'fri_1_close': '23:30', 'sat_1_open': '00:00', 'sat_1_close': '23:30', 'sun_1_open': '00:00', 'sun_1_close': '23:30'}",
"Agni Hakka Chinese Restaurant",pages/Agni-Hakka-Chinese-Restaurant/1566621633630146,"{'mon_1_open': '10:00', 'mon_1_close': '19:00', 'tue_1_open': '10:00', 'tue_1_close': '19:00', 'wed_1_open': '10:00', 'wed_1_close': '19:00', 'thu_1_open': '10:00', 'thu_1_close': '19:00', 'fri_1_open': '10:00', 'fri_1_close': '19:00', 'sat_1_open': '09:00', 'sat_1_close': '18:00', 'sun_1_open': '09:00', 'sun_1_close': '18:00'}",
"Agra Fine Indian Cuisine",agraindiancuisine,"{'mon_1_open': '11:30', 'mon_1_close': '22:00', 'tue_1_open': '11:30', 'tue_1_close': '22:00', 'wed_1_open': '11:30', 'wed_1_close': '22:00', 'thu_1_open': '11:30', 'thu_1_close': '22:00', 'fri_1_open': '11:30', 'fri_1_close': '22:00', 'sat_1_open': '11:30', 'sat_1_close': '22:00', 'sun_1_open': '11:30', 'sun_1_close': '22:00'}",
"Ai Sushi",AiSushiMarkham,"{'mon_1_open': '11:00', 'mon_1_close': '22:00', 'tue_1_open': '11:00', 'tue_1_close': '22:00', 'wed_1_open': '11:00', 'wed_1_close': '22:00', 'thu_1_open': '11:00', 'thu_1_close': '22:00', 'fri_1_open': '11:00', 'fri_1_close': '22:00', 'sat_1_open': '11:00', 'sat_1_close': '22:00', 'sun_1_open': '11:00', 'sun_1_close': '22:00'}",
"Aida's Pine Valley Bakery Inc",aidaspinevalleybakery,"{'tue_1_open': '07:30', 'tue_1_close': '18:00', 'wed_1_open': '07:30', 'wed_1_close': '18:00', 'thu_1_open': '07:30', 'thu_1_close': '18:30', 'fri_1_open': '07:30', 'fri_1_close': '18:30', 'sat_1_open': '07:30', 'sat_1_close': '17:00', 'sun_1_open': '07:30', 'sun_1_close': '13:30'}",
"Aji Sai Japanese Restaurant",pages/Aji-Sai-Japanese-Restaurant/124217474286466,"{'mon_1_open': '11:00', 'mon_1_close': '14:00', 'mon_2_open': '16:00', 'mon_2_close': '20:00', 'tue_1_open': '11:30', 'tue_1_close': '23:00', 'wed_1_open': '11:30', 'wed_1_close': '23:00', 'thu_1_open': '11:30', 'thu_1_close': '23:00', 'fri_1_open': '11:30', 'fri_1_close': '23:59', 'sat_1_open': '11:30', 'sat_1_close': '23:59', 'sun_1_open': '11:30', 'sun_1_close': '23:00'}",
"Aji Sai Japanese Restaurant",Aji-Sai-Japanese-Restaurant-492504650885764,,
"Aji Sai Japanese Restaurant",pages/Aji-Sai-Japanese-Restaurant/132373100126088,"{'mon_1_open': '12:00', 'mon_1_close': '14:00', 'mon_2_open': '16:00', 'mon_2_close': '20:00', 'tue_1_open': '06:00', 'tue_1_close': '07:00', 'tue_2_open': '11:00', 'tue_2_close': '21:00', 'wed_1_open': '17:00', 'wed_1_close': '21:00', 'thu_1_open': '06:00', 'thu_1_close': '08:00', 'thu_2_open': '11:00', 'thu_2_close': '14:00', 'fri_1_open': '07:00', 'fri_1_close': '08:00', 'fri_2_open': '11:00', 'fri_2_close': '13:00', 'sat_1_open': '11:00', 'sat_1_close': '14:00', 'sat_2_open': '17:00', 'sat_2_close': '21:00', 'sun_1_open': '11:00', 'sun_1_close': '14:00', 'sun_2_open': '17:00', 'sun_2_close': '20:00'}",
"Ajisen Ramen Canada",ajisenramencanada,,
"Aka Teppan - Bloor",Akateppan,"{'mon_1_open': '11:30', 'mon_1_close': '15:00', 'tue_1_open': '11:30', 'tue_1_close': '15:00', 'wed_1_open': '11:30', 'wed_1_close': '15:00', 'thu_1_open': '11:30', 'thu_1_close': '15:00', 'fri_1_open': '11:30', 'fri_1_close': '15:00', 'sat_1_open': '11:30', 'sat_1_close': '15:00', 'sun_1_open': '11:30', 'sun_1_close': '15:00', 'mon_2_open': '17:30', 'mon_2_close': '23:00', 'tue_2_open': '17:30', 'tue_2_close': '23:00', 'wed_2_open': '17:30', 'wed_2_close': '23:00', 'thu_2_open': '17:30', 'thu_2_close': '23:00', 'fri_2_open': '17:30', 'fri_2_close': '00:00', 'sat_2_open': '17:30', 'sat_2_close': '00:00', 'sun_2_open': '17:30', 'sun_2_close': '23:00'}",
"Akabane Sushi",pages/Akabane-Sushi/111235112271918,"{'mon_1_open': '11:30', 'mon_1_close': '22:30', 'tue_1_open': '11:30', 'tue_1_close': '22:30', 'wed_1_open': '11:30', 'wed_1_close': '22:30', 'thu_1_open': '11:30', 'thu_1_close': '22:30', 'fri_1_open': '11:00', 'fri_1_close': '23:00', 'sat_1_open': '11:00', 'sat_1_close': '23:00', 'sun_1_open': '12:00', 'sun_1_close': '22:00'}",
"Akane Japanese Restaurant",pages/Akane-Japanese-Restaurant/663224803815725,,
"AkiDa Sushi",AkiDa-Sushi-320543628051235,"{'mon_1_open': '11:30', 'mon_1_close': '23:00', 'tue_1_open': '11:30', 'tue_1_close': '23:00', 'wed_1_open': '11:30', 'wed_1_close': '23:00', 'thu_1_open': '11:30', 'thu_1_close': '23:00', 'fri_1_open': '11:30', 'fri_1_close': '23:00', 'sat_1_open': '11:30', 'sat_1_close': '23:00', 'sun_1_open': '11:30', 'sun_1_close': '23:00'}",
"Akropolis Phyllo Products",pages/Akropolis-Phyllo-Products/675659819162662,,
"Al Dente Italian Restaurant & Banquet Hall",pages/Al-Dente-Italian-Restaurant-Banquet-Hall/1514677505313626,,
"Al Dente Restaurant & Banquet Hall",Al-Dente-Restaurant-Banquet-Hall-127325210692547,"{'mon_1_open': '11:00', 'mon_1_close': '15:00', 'tue_1_open': '11:00', 'tue_1_close': '15:00', 'wed_1_open': '11:00', 'wed_1_close': '15:00', 'thu_1_open': '11:00', 'thu_1_close': '15:00', 'fri_1_open': '11:00', 'fri_1_close': '15:00', 'sat_1_open': '17:00', 'sat_1_close': '22:00', 'sun_1_open': '17:00', 'sun_1_close': '21:00', 'fri_2_open': '17:00', 'fri_2_close': '22:00'}",
"Al Ittihad Halal Meat & Groceries",pages/Al-Ittihad-Halal-Meat-Groceries/688883944585450,"{'mon_1_open': '09:00', 'mon_1_close': '19:00', 'tue_1_open': '09:00', 'tue_1_close': '19:00', 'wed_1_open': '09:00', 'wed_1_close': '19:00', 'thu_1_open': '09:00', 'thu_1_close': '19:00', 'fri_1_open': '09:00', 'fri_1_close': '19:00', 'sat_1_open': '10:00', 'sat_1_close': '19:00'}",
"Al Pastor Authentic Mexican Taqueria",AlPastorToronto,"{'mon_1_open': '12:00', 'mon_1_close': '21:00', 'tue_1_open': '12:00', 'tue_1_close': '21:00', 'wed_1_open': '12:00', 'wed_1_close': '22:00', 'thu_1_open': '12:00', 'thu_1_close': '22:00', 'fri_1_open': '12:00', 'fri_1_close': '22:00', 'sat_1_open': '12:00', 'sat_1_close': '22:00', 'sun_1_open': '12:00', 'sun_1_close': '19:00'}",
"Al""s West Indian Food Mart",WestIndianFoodMart,"{'mon_1_open': '10:00', 'mon_1_close': '20:00', 'tue_1_open': '10:00', 'tue_1_close': '20:00', 'wed_1_open': '10:00', 'wed_1_close': '20:00', 'thu_1_open': '10:00', 'thu_1_close': '21:00', 'fri_1_open': '09:00', 'fri_1_close': '21:00', 'sat_1_open': '09:00', 'sat_1_close': '19:00', 'sun_1_open': '10:00', 'sun_1_close': '17:00'}",
"Al-Madina Halal Pizza",pages/Al-Madina-Halal-Pizza/138405456174595,"{'mon_1_open': '11:00', 'mon_1_close': '23:00', 'tue_1_open': '11:00', 'tue_1_close': '23:00', 'wed_1_open': '11:00', 'wed_1_close': '23:00', 'thu_1_open': '11:00', 'thu_1_close': '23:00', 'fri_1_open': '11:00', 'fri_1_close': '23:00', 'sat_1_open': '11:00', 'sat_1_close': '23:00', 'sun_1_open': '11:00', 'sun_1_close': '23:00'}",
"Al-Mandi Restaurant",almandirestaurant,"{'mon_1_open': '12:30', 'mon_1_close': '00:00', 'tue_1_open': '12:30', 'tue_1_close': '00:00', 'wed_1_open': '12:30', 'wed_1_close': '00:00', 'thu_1_open': '12:30', 'thu_1_close': '00:00', 'fri_1_open': '12:30', 'fri_1_close': '00:00', 'sat_1_open': '12:30', 'sat_1_close': '00:00', 'sun_1_open': '12:30', 'sun_1_close': '00:00'}",
"Alabon Libon Caribbean cuisine",alabonlibon,"{'tue_1_open': '11:00', 'tue_1_close': '20:00', 'wed_1_open': '11:00', 'wed_1_close': '20:15', 'thu_1_open': '11:00', 'thu_1_close': '20:15', 'fri_1_open': '11:00', 'fri_1_close': '21:00', 'sat_1_open': '11:00', 'sat_1_close': '21:00', 'sun_1_open': '11:00', 'sun_1_close': '19:00'}",
"Alan's Filipino Restaurant",alansfilresto,"{'tue_1_open': '09:00', 'tue_1_close': '19:00', 'wed_1_open': '09:00', 'wed_1_close': '20:00', 'thu_1_open': '09:00', 'thu_1_close': '20:00', 'fri_1_open': '09:00', 'fri_1_close': '21:00', 'sat_1_open': '09:00', 'sat_1_close': '21:00', 'sun_1_open': '09:00', 'sun_1_close': '20:00'}",
"Albert's Real Jamaican Foods",Alberts-Real-Jamaican-Foods-151825024855836,"{'mon_1_open': '10:00', 'mon_1_close': '23:00', 'tue_1_open': '10:00', 'tue_1_close': '23:00', 'wed_1_open': '10:00', 'wed_1_close': '23:00', 'thu_1_open': '10:00', 'thu_1_close': '00:30', 'fri_1_open': '09:00', 'fri_1_close': '02:30', 'sat_1_open': '09:00', 'sat_1_close': '02:30', 'sun_1_open': '09:00', 'sun_1_close': '23:00'}",
"Alborz Restaurant",pages/Alborz-Restaurant/124007630974278,,
"Alchemy Coffee",AlchemyCoffee.ca,"{'mon_1_open': '08:00', 'mon_1_close': '17:00', 'tue_1_open': '08:00', 'tue_1_close': '17:00', 'wed_1_open': '08:00', 'wed_1_close': '17:00', 'thu_1_open': '08:00', 'thu_1_close': '17:00', 'fri_1_open': '08:00', 'fri_1_close': '18:00', 'sat_1_open': '08:00', 'sat_1_close': '18:00', 'sun_1_open': '08:00', 'sun_1_close': '18:00'}",
"Alchemy Food & Drink",alchemyTO,"{'tue_1_open': '17:00', 'tue_1_close': '00:00', 'wed_1_open': '17:00', 'wed_1_close': '00:00', 'thu_1_open': '17:00', 'thu_1_close': '00:00', 'fri_1_open': '17:00', 'fri_1_close': '02:00', 'sat_1_open': '11:00', 'sat_1_close': '02:00', 'sun_1_open': '11:00', 'sun_1_close': '00:00'}",
"Alcoa Bakery",pages/Alcoa-Bakery/140709532657758,,
"Aldo's Restaurant Peruvian Food",aldosplaceperuvian,"{'wed_1_open': '16:00', 'wed_1_close': '22:00', 'thu_1_open': '16:00', 'thu_1_close': '22:00', 'fri_1_open': '14:00', 'fri_1_close': '03:00', 'sat_1_open': '12:00', 'sat_1_close': '03:00', 'sun_1_open': '12:00', 'sun_1_close': '20:00'}",
"Alexandria Cafe & Restaurant",alexandriacafe,,
"Alfawal Restaurant",ALFAWALRestaurant,"{'mon_1_open': '16:00', 'mon_1_close': '00:00', 'tue_1_open': '16:00', 'tue_1_close': '00:00', 'wed_1_open': '16:00', 'wed_1_close': '00:00', 'thu_1_open': '16:00', 'thu_1_close': '00:00', 'fri_1_open': '16:00', 'fri_1_close': '01:00', 'sat_1_open': '10:00', 'sat_1_close': '01:00', 'sun_1_open': '10:00', 'sun_1_close': '00:00'}",
"Ali BABA - Rexdale""",rexdalealibaba,,
"Ali Baba",alibabasyongest,"{'mon_1_open': '10:00', 'mon_1_close': '02:00', 'tue_1_open': '10:00', 'tue_1_close': '02:00', 'wed_1_open': '10:00', 'wed_1_close': '02:00', 'thu_1_open': '10:00', 'thu_1_close': '02:00', 'fri_1_open': '10:00', 'fri_1_close': '04:00', 'sat_1_open': '10:00', 'sat_1_close': '04:00', 'sun_1_open': '10:00', 'sun_1_close': '02:00'}",
"Ali Baba's Middle Eastern Cuisine",Ali-Babas-Middle-Eastern-Cuisine-142087225825662,"{'mon_1_open': '11:00', 'mon_1_close': '00:00', 'tue_1_open': '11:00', 'tue_1_close': '00:00', 'wed_1_open': '11:00', 'wed_1_close': '00:00', 'thu_1_open': '11:00', 'thu_1_close': '00:00', 'fri_1_open': '11:00', 'fri_1_close': '00:00', 'sat_1_open': '11:00', 'sat_1_close': '00:00', 'sun_1_open': '11:00', 'sun_1_close': '00:00'}",
"Ali's Roti",pages/Alis-Roti/352873824764761,,https://scontent.fymy1-1.fna.fbcdn.net/v/t1.0-9/32703970_10156137842161206_6656357684188545024_n.jpg?_nc_cat=0&oh=b4514bd1317966de3325eead0ce0b923&oe=5B8790C2|https://scontent.fymy1-1.fna.fbcdn.net/v/t1.0-9/32815566_10156137049616206_5969499217062789120_n.jpg?_nc_cat=0&oh=2b269712beb15a1e19af7be7066cebf2&oe=5B8D9CF4|https://scontent.fymy1-1.fna.fbcdn.net/v/t1.0-9/31503070_10156115511711206_3755755923176423424_n.jpg?_nc_cat=0&oh=31d1afc3f33a750e8fcd366a64699240&oe=5BB8786F|https://scontent.fymy1-1.fna.fbcdn.net/v/t1.0-9/31895436_10156111180366206_9067482500879613952_n.jpg?_nc_cat=0&oh=ece603e15ad9e4eeb92cd60652bebf88&oe=5B83E32E|https://scontent.fymy1-1.fna.fbcdn.net/v/t1.0-9/31454104_10156093804521206_8950620816788302725_n.jpg?_nc_cat=0&oh=0379a50960b15f3ffeb1a4a80d942d58&oe=5B77D6E3|https://scontent.fymy1-1.fna.fbcdn.net/v/t1.0-9/24900220_10155714582141206_7141234985501906106_n.jpg?_nc_cat=0&oh=a6120e4a8772081c1787fc9ee2775dc4&oe=5B81EC3F|https://scontent.fymy1-1.fna.fbcdn.net/v/t1.0-9/24129876_10155685412421206_3221700203696279080_n.jpg?_nc_cat=0&oh=eaca7a853965d74fe9d869adf601e227&oe=5BBF869D|https://scontent.fymy1-1.fna.fbcdn.net/v/t1.0-9/23843576_10155676540601206_848562134479198248_n.jpg?_nc_cat=0&oh=33f622b9577fe907faa8842789426132&oe=5B87592F|https://scontent.fymy1-1.fna.fbcdn.net/v/t1.0-9/23722762_10155666159501206_183803592060213530_n.jpg?_nc_cat=0&oh=02226e6bdcbf2ed11da71b9f1a2fc52b&oe=5B7CC6B7|https://scontent.fymy1-1.fna.fbcdn.net/v/t1.0-9/23659178_10155660533891206_265077421878818286_n.jpg?_nc_cat=0&oh=d83f6ccca5bc20c1b7436e40313941ea&oe=5BBB75C6|https://scontent.fymy1-1.fna.fbcdn.net/v/t1.0-9/23722566_10155659018006206_6558426310166552320_n.jpg?_nc_cat=0&oh=9f728700917fefe090100bd8e7df3d30&oe=5B81C09D|https://scontent.fymy1-1.fna.fbcdn.net/v/t1.0-9/23621734_10155658191136206_4420454046726640783_n.jpg?_nc_cat=0&oh=2ff247425680cb00f689b15e77a116d5&oe=5B8603DB|https://scontent.fymy1-1.fna.fbcdn.net/v/t1.0-9/23754754_10155654331231206_2839706645752599498_n.jpg?_nc_cat=0&oh=d1ce47d62b2a113a4f146fd16b4bc689&oe=5B7979C7|https://scontent.fymy1-1.fna.fbcdn.net/v/t1.0-9/23517623_10155646335346206_7254436501861184762_n.jpg?_nc_cat=0&oh=9cdacbe64a9172c44c95d8bf04cc2646&oe=5B78C774|https://scontent.fymy1-1.fna.fbcdn.net/v/t1.0-9/23435022_10155637018921206_265508070073146291_n.jpg?_nc_cat=0&oh=a77d49dde6b3f9a4168e59884568cc99&oe=5B78340A
"Ali's Tandoori Curry House",Alis-Tandoori-Curry-House-397734540387897,,
"Alice Fazooli's Vaughan",fazoolisvaughan,"{'mon_1_open': '11:30', 'mon_1_close': '23:00', 'tue_1_open': '11:30', 'tue_1_close': '23:00', 'wed_1_open': '11:30', 'wed_1_close': '00:00', 'thu_1_open': '11:30', 'thu_1_close': '00:00', 'fri_1_open': '11:30', 'fri_1_close': '01:00', 'sat_1_open': '11:30', 'sat_1_close': '01:00', 'sun_1_open': '11:30', 'sun_1_close': '23:00'}",
